,dataTagId,actual tags,description,system,systemName,systemInstance,equipment,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureUnit,measureInstance,tagType,group,limHi,limLo,limHiHi,limLoLo,limRangeHi,limRangeLo,datapoints,unique
219,6FLDGKTO4H,LPG_3LCA20CT101_XQ02.OUT,MAIN EJCTR IL TMP,Condensate Cycle,Condensate Cycle,1,Condenser,Condenser,1,Air Ejector,Air Ejector,1,-,-,1,Inlet,Inlet,1,Condensate,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,139297,198
234,YQGLCLD2IZ,LPG_3LCA30CF101_XQ01.OUT,GSC OL FLW,Condensate Cycle,Condensate Cycle,1,Cep,Cep-A,1,,-,1,,-,1,Outlet,Outlet,1,Condensate,Flow,Tph,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,130453,8501
235,RM6YXNTL5W,LPG_3LCA30CF102_XQ01.OUT,GSC OL FLW,Condensate Cycle,Condensate Cycle,1,Gland Steam Cooler,Gland Steam Cooler,1,-,-,1,-,-,1,Outlet,Outlet,1,Condensate,Flow,Tph,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,129554,8338
236,CVYVCSZDHA,LPG_3LCA30CT101_XQ02.OUT,GSC OL TMP,Condensate Cycle,Condensate Cycle,1,Gland Steam Cooler,Gland Steam Cooler,1,-,-,1,-,-,1,Outlet,Outlet,1,Condensate,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,180268,194
231,UMILQDCVSA,LPG_3LCA40CT102_XQ02.OUT,COND TMP AT DC OL,Condensate Cycle,Condensate Cycle,1,Drain Cooler,Drain Cooler,1,-,-,1,-,-,1,Outlet,Outlet,1,Condensate,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144742,224
240,B3PLZKKLA3,LPG_3LCA50CP011_XQ01.OUT,LPH2 IL PR,Condensate Cycle,Condensate Cycle,1,Lph,Lph2,2,Condensate Shell,Condensate Shell,1,-,-,1,Inlet,Inlet,1,Condensate,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,140344,2074
241,RBWTO7SOQR,LPG_3LCA50CT101_XQ02.OUT,LPH2 IL TMP,Condensate Cycle,Condensate Cycle,1,Lph,Lph2,2,Condensate Shell,Condensate Shell,1,-,-,1,Inlet,Inlet,1,Condensate,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,139564,215
246,ERIPDAYYVX,LPG_3LCA60CP011_XQ01.OUT,LPH2 -LPH3 PR,Condensate Cycle,Condensate Cycle,1,Lph,Lph3,3,Condensate Shell,Condensate Shell,1,-,-,1,Inlet,Inlet,1,Condensate,Pressure,Kg/Cm2,1,-,15,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,135193,1768
473,OZEZKGINK4,LPG_3LCA60CP011_XQ01.OUT_LPG_3LCA70CP101_XQ01.OUT_dp,LPH-3 Feedwater Pressure drop,Condensate Cycle,Condensate Cycle,1,Lph,Lph3,3,Condensate Shell,Condensate Shell,1,-,-,1,Inlet,Inlet,1,Condensate,Delta P,Kg/Cm2,1,-,15,10000000,-10000000,10000000,-10000000,10000000,-10000000,57703,1387
248,NJYBTNUDQR,LPG_3LCA60CT101_XQ02.OUT,LPH2 -LPH3 TMP,Condensate Cycle,Condensate Cycle,1,Lph,Lph3,3,Condensate Shell,Condensate Shell,1,-,-,1,Inlet,Inlet,1,Condensate,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141369,252
227,3QPA84EL35,LPG_3LCA70CF101_XQ01.OUT,LPH3 -DEA FLW,Condensate Cycle,Condensate Cycle,1,Deaerator,Deaerator,1,-,-,1,-,-,1,Inlet,Inlet,1,Condensate,Flow,Tph,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146106,7878
247,X0NDKJY64B,LPG_3LCA70CP101_XQ01.OUT,LPH3 -DEA PR,Condensate Cycle,Condensate Cycle,1,Lph,Lph3,3,Condensate Shell,Condensate Shell,1,-,-,1,Outlet,Outlet,1,Condensate,Pressure,Kg/Cm2,1,-,15,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,136320,1508
469,T8YU61O5BQ,LPG_3LCA70CP101_XQ01.OUT_LPG_3LAA10CP101_XQ01.OUT_dp,Deaerator Feedwater Pressure drop,Condensate Cycle,Condensate Cycle,1,Deaerator,Deaerator,3,Condensate Shell,Condensate Shell,1,-,-,1,Outlet,Outlet,1,Condensate,Delta P,Kg/Cm2,1,-,15,10000000,-10000000,10000000,-10000000,10000000,-10000000,69659,4738
203,9LJECI6JVB,LPG_3LCB10CP001XQ10.OUT,"
CEP-1 DISCH PR",Condensate Cycle,Condensate Cycle,1,Cep,Cep-A,1,Pump,Pump,1,-,-,1,Outlet,Discharge,1,Condensate,Pressure,Kg/Cm2,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145478,563
197,DOUQHRMSBX,LPG_3LCB10CT001_XQ02.OUT,CEP-A MTR BRG TMP-1,Condensate Cycle,Condensate Cycle,1,Cep,Cep-A,1,Motor,Motor,1,Bearing,Motor Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,143810,632
198,QQHIB26YSW,LPG_3LCB10CT003_XQ02.OUT,CEP-A MTR WDG TMP-1,Condensate Cycle,Condensate Cycle,1,Cep,Cep-A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,119671,1139
204,2YMOIO9FI8,LPG_3LCB10DP001XQ10.OUT,"
CEP-1 DIFF PR",Condensate Cycle,Condensate Cycle,1,Cep,Cep-A,1,Pump,Pump,1,Strainer,Strainer,1,-,-,1,Condensate,Differential Pressure,Mmwc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,165234,1
214,DFXZCCXUCY,LPG_3LCB20CP001_XQ01.OUT,CEP-B DISCH PR,Condensate Cycle,Condensate Cycle,1,Cep,Cep-B,2,Pump,Pump,1,-,-,1,Outlet,Discharge,1,Condensate,Pressure,Kg/Cm2,1,-,Condensate Path,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145804,1552
209,BQDK1ANRRA,LPG_3LCB20CT001_XQ02.OUT,CEP-B MTR BRG TMP-1,Condensate Cycle,Condensate Cycle,1,Cep,Cep-B,2,Motor,Motor,1,Bearing,Motor Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,138532,591
210,YH9KODODZT,LPG_3LCB20CT003_XQ02.OUT,CEP-B MTR WDG TMP-1,Condensate Cycle,Condensate Cycle,1,Cep,Cep-B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,124699,983
215,OTGW4OGRPW,LPG_3LCB20DP001XQ10.OUT,"
CEP-2 DIFF PR",Condensate Cycle,Condensate Cycle,1,Cep,Cep-B,2,-,-,1,-,-,1,-,-,1,Condensate,Differential Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,169927,1
242,CVKNZQGMQ3,LPG_3LCC10CP101_XQ01.OUT,LPH1 PR,Condensate Cycle,Condensate Cycle,1,Lph,Lph1,1,-,-,1,-,-,1,-,-,1,Extraction,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,166455,11
243,FNGBOB8X7T,LPG_3LCC10CT011_XQ03.OUT,LPH1 TMP,Condensate Cycle,Condensate Cycle,1,Lph,Lph1,1,-,-,1,-,-,1,-,-,1,Extraction,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,117931,557
232,FHCSLHWLRY,LPG_3LCJ40CT101_XQ02.OUT,GSC DRN TMP,Condensate Cycle,Condensate Cycle,1,Gland Steam Cooler,Gland Steam Cooler,1,-,-,1,-,-,1,Drain,Drain,1,Condensate,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,151880,1
435,SYQUVSQ3IY,LPG_3LCP10DF101_XQ01.OUT,DM MAKE UP,Condensate Cycle,Condensate Cycle,1,Condensate Makeup System,Condensate Makeup System,1,Condensate Storage Tank,CST,1,-,-,1,Header,Header,1,Condenser Makeup,Flow,Tph,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,178156,868
201,MJGZKTTJGN,LPG_3LCV10CT001_XQ02.OUT,CEP-A JB MTL TMP,Condensate Cycle,Condensate Cycle,1,Cep,Cep-A,1,Pump,Pump,1,Bearing,Pump Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142896,531
206,OFKXCN2RYE,LPG_3LCV10CT004_XQ02.OUT,CEP-A TH BRG OIL TMP,Condensate Cycle,Condensate Cycle,1,Cep,Cep-A,1,-,-,1,Thrust Bearing,Thrust Bearing,1,Drain,Tb Drain,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,149646,1
211,ZYV1UEBO5H,LPG_3LCV20CT001_XQ02.OUT,CEP-B JB MTL TMP,Condensate Cycle,Condensate Cycle,1,Cep,Cep-B,2,Pump,Pump,1,Bearing,Pump Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,205702,567
212,E9GIIGDG5E,LPG_3LCV20CT004_XQ02.OUT,CEP-B TH BRG OIL TMP,Condensate Cycle,Condensate Cycle,1,Cep,Cep-B,2,Pump,Pump,1,Thrust Bearing,Thrust Bearing,1,Drain,Drain,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,19950,1
389,XXWLHMWU2B,LPG_3MAA50CP001XQ02.OUT,"
WHEEL CHMBR PR-",Turbine System,Turbine System,1,High Pressure Turbine,Hpt,1,-,-,1,Wheelchamber,Wheelchamber,1,-,-,1,Main Steam,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,147605,4666
393,28ZJLZUKYL,LPG_3MAA50CP011_XQ01.OUT,DP ACR HP TURBINE,Turbine System,Turbine System,1,High Pressure Turbine,Hpt,1,-,-,1,-,-,1,-,-,1,Main Steam,Differential Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,19958,1
402,HOW5QRA1Y5,LPG_3MAB21CT006BXQ02.OUT,IPT BRG TEMP,Turbine System,Turbine System,1,Intermediate Pressure Turbine,Ipt,1,Bearing,Bearing,1,-,-,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142814,2236
401,UAI8V65VX9,LPG_3MAB50CP001XQ10.OUT,"
IP EXHAUST PR",Turbine System,Turbine System,1,Intermediate Pressure Turbine,Ipt,1,-,-,1,-,-,1,Outlet,Exhaust,1,Steam,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146285,642
405,YMM4O9DZGW,LPG_3MAB50CT016XQ10.OUT,"TC SIGNAL
TEMP IP EXST DRAIN",Turbine System,Turbine System 1,1,Intermediate Pressure Turbine,Intermediate Pressure Turbine 1,1,-,-,1,-,-,1,Drain,Exhaust Drain,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,151297,2
238,UQL2JGQ1KY,LPG_3MAC10CT071_XQ02.OUT,LPH COND TMP,Condensate Cycle,Condensate Cycle,1,Lph,Lph1,1,Condensate Shell,Condensate Shell,1,-,-,1,Outlet,Outlet,1,Condensate,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,216599,1
