,dataTagId,actual tags,description,system,systemName,systemInstance,equipment,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureUnit,measureInstance,tagType,group,limHi,limLo,limHiHi,limLoLo,limRangeHi,limRangeLo,datapoints,unique
361,DOEPWMSNMR,LPG_3HFC05CY004_XQ07.OUT,MILL-E MTR BRG DE VIB-Y,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,147956,2019
144,733OPA9RF6,LPG_3HFE10AN001AXQ06.OUT,PAF-A Current,Boiler,Pcfb,1,Pa Fan,Paf-A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146389,2211
143,I9IPODEGOF,LPG_3HFE10CT002_XQ02.OUT,PAF-A MTR WDG TMP-1,Boiler,Pcfb,1,Pa Fan,Paf-A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142574,617
141,GL6RHIVXSH,LPG_3HFE10CT014_XQ02.OUT,PAF-A MTR BRG TMP-DE,Boiler,Pcfb,1,Pa Fan,Paf-A,1,Motor,Motor,1,Bearing,Motor Bearing - De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,138696,563
136,ROFV2NGBBA,LPG_3HFE10CT015_XQ02.OUT,PAF-A FAN BRG TMP-DE,Boiler,Pcfb,1,Pa Fan,Paf-A,1,Fan,Fan,1,Bearing,Fan Bearing,1,De,De,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142267,269
139,LWC16ODCJI,LPG_3HFE10CY003_XQ07.OUT,PAF-A MTR BRG VIB-DE(X),Boiler,Pcfb,1,Pa Fan,Paf-A,1,Motor,Motor,1,Bearing,Motor Bearing - De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,194882,32217
140,R2TWPEO7LX,LPG_3HFE10CY004_XQ07.OUT,PAF-A MTR BRG VIB-DE(X),Boiler,Pcfb,1,Pa Fan,Paf-A,1,Motor,Motor,1,Bearing,Motor Bearing - De,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,163459,28287
137,DZIVHUARPB,LPG_3HFE10CY005_XQ07.OUT,PAF-A BRG VIB(X),Boiler,Pcfb,1,Pa Fan,Paf-A,1,Fan,Fan,1,Bearing,Fan Bearing,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,146661,62784
138,WI5KGBP1JL,LPG_3HFE10CY006_XQ07.OUT,PAF-A BRG VIB(Y),Boiler,Pcfb,1,Pa Fan,Paf-A,1,Fan,Fan,1,Bearing,Fan Bearing,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,144335,32534
154,Y0X88TXU7C,LPG_3HFE15AN001CXQ06.OUT,PAF-B Current,Boiler,Pcfb,1,Pa Fan,Paf-B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,166601,2298
153,RGUH4XIGBG,LPG_3HFE15CT002_XQ02.OUT,PAF-B MTR WDG TMP-1,Boiler,Pcfb,1,Pa Fan,Paf-B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,143748,649
150,ARET7M9XA1,LPG_3HFE15CT014_XQ02.OUT,PAF-B MTR BRG TMP-DE,Boiler,Pcfb,1,Pa Fan,Paf-B,2,Motor,Motor,1,Bearing,Motor Bearing - De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,171882,688
147,CNAOQNVC6W,LPG_3HFE15CT015_XQ02.OUT,PAF-B FAN BRG TMP-DE,Boiler,Pcfb,1,Pa Fan,Paf-B,2,Fan,Fan,1,Bearing,Fan Bearing,1,De,De,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,158473,194
151,HNMP6GCK9S,LPG_3HFE15CY001_XQ07.OUT,PAF-B MTR BRG VIB-NDE(X),Boiler,Pcfb,1,Pa Fan,Paf-B,2,Motor,Motor,1,Bearing,Motor Bearing - Nde,2,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,148183,52553
152,LAYCFME37S,LPG_3HFE15CY002_XQ07.OUT,PAF-B MTR BRG VIB-NDE(Y),Boiler,Pcfb,1,Pa Fan,Paf-B,2,Motor,Motor,1,Bearing,Motor Bearing - Nde,2,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,146393,17085
149,NNLSFHPXGL,LPG_3HFE15CY005_XQ07.OUT,PAF-B BRG VIB(X),Boiler,Pcfb,1,Pa Fan,Paf-B,2,Fan,Fan,1,Bearing,Fan Bearing,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,145431,54390
148,ZYWYVEMUQB,LPG_3HFE15CY006_XQ07.OUT,PAF-B BRG VIB(Y),Boiler,Pcfb,1,Pa Fan,Paf-B,2,Fan,Fan,1,Bearing,Fan Bearing,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,148772,30145
145,O8KBDXG9WW,LPG_3HFE20CP001_XQ01.OUT,PAF-A OL PR,Boiler,Pcfb,1,Pa Fan,Paf-A,1,-,-,1,-,-,1,Outlet,Discharge,1,Primary Air,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,183011,1857
460,IWI1SK6TPN,LPG_3HFE20CP001_XQ01.OUT_LPG_3HFE40CP001_XQ01.OUT_dp,APH-A Air side pressure drop(PA),Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Outlet,Discharge,1,Primary Air,Delta P,Kg/Cm2,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,107493,20542
146,GPN53VE0SN,LPG_3HFE20CT001_XQ02.OUT,PAF-A OL TMP,Boiler,Pcfb,1,Pa Fan,Paf-A,1,-,-,1,-,-,1,Outlet,Discharge,1,Primary Air,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,147346,621
155,CD0GKC80SB,LPG_3HFE25CP001_XQ01.OUT,PAF-B OL PR,Boiler,Pcfb,1,Pa Fan,Paf-B,2,-,-,1,-,-,1,Outlet,Discharge,1,Primary Air,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146762,1940
459,4LBCJV3HUI,LPG_3HFE25CP001_XQ01.OUT_LPG_3HFE45CP001_XQ01.OUT_dp,APH-B Air side pressure drop(PA),Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,-,-,1,Outlet,Discharge,1,Primary Air,Delta P,Kg/Cm2,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,84365,14606
65,NWRH53Q6LL,LPG_3HFE40CP001_XQ01.OUT,PA AH-A OL PR,Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Outlet,Outlet,1,Primary Air,Pressure,Kg/Cm2,1,-,Air Path,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,148716,2842
477,9EPD3XVYC5,LPG_3HFE40CP001_XQ01.OUT_LPG_3HFE20CP001_XQ01.OUT_df,APH-A Primary Air DP,Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Outlet,Outlet,1,Primary Air,Differential Pressure,Kg/Cm2,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,107483,20543
67,N7W5S9XZQY,LPG_3HFE40CT001_XQ03.OUT,PA AH-A OL TMP,Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Outlet,Outlet,1,Primary Air,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,121495,917
465,DHFPRT1NIN,LPG_3HFE40CT001_XQ03.OUT_LPG_3HFE20CT001_XQ02.OUT_dt,APH-A Air side temperature rise (PA),Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Outlet,Outlet,1,Primary Air,Delta T,Degc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,79566,52600
76,SXJV0FILWI,LPG_3HFE45CP001_XQ01.OUT,PA AH-B OL PR,Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,-,-,1,Outlet,Outlet,1,Primary Air,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,149264,1284
328,HB7TMO2TNO,LPG_3HFE45CT001_XQ03.OUT,PA AH-B OL TMP,Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,-,-,1,Outlet,Outlet,1,Primary Air,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,124177,1098
78,EQK2DATHKR,LPG_3HFE70CP004_XQ01.OUT,HOT PA HDR PR,Boiler,Pcfb,1,Aph Header,Aph Header,1,-,-,1,-,-,1,Outlet,Outlet,1,Primary Air,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146816,92743
310,GP3KX7ORN4,LPG_3HFE71CF001_XQ01.OUT,PA HDR FLW BEF MILL-A,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Flow,Tph,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,151273,9646
311,HRJV3NPCPY,LPG_3HFE71CP001_XQ01.OUT,PA HDR PR BEF MILL-A,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,147711,5386
312,VCMBHHBXHP,LPG_3HFE71CT002_XQ03.OUT,PA HDR TMP BEF MILL-A,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,128733,93689
324,PCKM6PAUKA,LPG_3HFE72CF001_XQ01.OUT,PA HDR FLW BEF MILL-B,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Flow,Tph,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144839,94154
325,FNVTHCQOK5,LPG_3HFE72CP001_XQ01.OUT,PA HDR PR BEF MILL-B,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146156,3974
326,AQLCS4W7QZ,LPG_3HFE72CT001_XQ03.OUT,PA HDR TMP BEF MILL-B,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,127155,92344
339,MXVGR7HHYP,LPG_3HFE73CF002_XQ01.OUT,PA HDR FLW BEF MILL-C,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Flow,Tph,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,127631,6665
340,4SFS0CPSN5,LPG_3HFE73CP001_XQ01.OUT,PA HDR PR BEF MILL-C,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,138381,4595
341,HOP3KXNFKA,LPG_3HFE73CT001_XQ03.OUT,PA HDR TMP BEF MILL-C,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,129399,93782
353,N7HDT1VSRN,LPG_3HFE74CF001_XQ01.OUT,PA HDR FLW BEF MILL-D,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Flow,Tph,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,154856,8284
354,IQF5OZVFUN,LPG_3HFE74CP001_XQ01.OUT,PA HDR PR BEF MILL-D,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,152404,5767
355,W5MUOYK8VW,LPG_3HFE74CT001_XQ03.OUT,PA HDR TMP BEF MILL-D,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,0,0
367,TIQVXRMYP8,LPG_3HFE75CF001_XQ01.OUT,PA HDR FLW BEF MILL-E,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Flow,Tph,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,150639,5503
371,1XPGHJY1GK,LPG_3HFE75CP001_XQ01.OUT,PA HDR PR BEF MILL-E,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,178731,4857
368,EWA50IRLMW,LPG_3HFE75CT002_XQ03.OUT,PA HDR TMP BEF MILL-E,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,-,-,1,-,-,1,Inlet,Inlet,1,Primary Air,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,127573,93726
112,NLZNIMVWS8,LPG_3HHL10CF002_XQ01.OUT,FLW SA-L,Boiler,Pcfb,1,Furnace,Furnace 1,1,Windbox,Windbox-L,1,-,-,1,-,-,1,Secondary Air,Flow,Tph,1,-,Air Path,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,147898,5668
59,5HR7J8NFNL,LPG_3HHL10CT001_XQ03.OUT,SA TMP AH-A OL-L,Boiler,Pcfb,1,Air Preheater,Aph-A,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Secondary Air,Temperature,Degc,1,-,Air Path,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,128455,931
113,4GUAKS5PWV,LPG_3HHL30CP001_XQ01.OUT,SA PR WB-L,Boiler,Pcfb,1,Furnace,Furnace,1,Windbox,Windbox-L,1,-,-,1,-,-,1,Secondary Air,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,125861,8494
474,YZUXPNRJTZ,LPG_3HHL30CP001_XQ01.OUT_LPG_3HLA30CP002_XQ01.OUT_df,APH-A Secondary Air DP,Boiler,Pcfb,1,Air Preheater,Aph-A,1,Windbox,Windbox-L,1,-,-,1,-,-,1,Secondary Air,Differential Pressure,Mmwc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,73166,51623
475,N985RBEZNL,LPG_3HHL40CP001_XQ01.OUT_LPG_3HLA40CP001_XQ01.OUT_df,APH-B Secondary Air DP,Boiler,Pcfb,1,Air Preheater,Aph-B,2,Windbox,Windbox-R,2,-,-,1,-,-,1,Secondary Air,Delta P,Mmwc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,115241,66574
97,KIPT8RHJTU,LPG_3HLA10CP001_XQ01.OUT,FDF-A OL PR,Boiler,Pcfb,1,Fd Fan,Fdf-A,1,-,-,1,-,-,1,Outlet,Discharge,1,Secondary Air,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,147064,6002
99,NHYGG8BYLW,LPG_3HLA10CT001_XQ02.OUT,FDF-A OL TMP,Boiler,Pcfb,1,FD Fan,Fdf-A,1,-,-,1,-,-,1,Outlet,Discharge,1,Secondary Air,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,150681,635
107,4ARD7IAUGE,LPG_3HLA20CP001_XQ01.OUT,FDF-B OL PR,Boiler,Pcfb,1,Fd Fan,Fdf-B,2,-,-,1,-,-,1,Outlet,Discharge,1,Secondary Air,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,149123,6022
108,CGT9NGEMSI,LPG_3HLA20CT001_XQ02.OUT,FDF-B OL TMP,Boiler,Pcfb,1,FD Fan,Fdf-B,2,-,-,1,-,-,1,Outlet,Discharge,1,Secondary Air,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,176027,691
63,ICKSNVT3QZ,LPG_3HLA30CP002_XQ01.OUT,SA PR AH-A IL,Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Inlet,Inlet,1,Secondary Air,Pressure,Mmwc,1,-,Air Path,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,126687,5428
461,YLB1DTOW6J,LPG_3HLA30CP002_XQ01.OUT_LPG_3HHL30CP001_XQ01.OUT_dp,APH-A Air side pressure drop(SA),Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Inlet,Inlet,1,Secondary Air,Delta P,Mmwc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,73157,51586
73,CBSKHGZ2MK,LPG_3HLA40CP001_XQ01.OUT,SA PR AH-B IL,Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,-,-,1,Inlet,Inlet,1,Secondary Air,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,149670,5630
462,IYU43Y8HD0,LPG_3HLA40CP001_XQ01.OUT_LPG_3HHL40CP001_XQ01.OUT_dp,APH-B Air side pressure drop(SA),Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,-,-,1,Inlet,Inlet,1,Secondary Air,Delta P,Mmwc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,115241,66555
467,R7GISC8UOA,LPG_3HLA50CT001_XQ03.OUT_LPG_3HLA10CT001_XQ02.OUT_dt,APH-A Air side temperature rise (SA),Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Outlet,Outlet,1,Secondary Air,Delta T,Degc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,86733,75509
75,TIDDIDGMDA,LPG_3HLA60CT001_XQ03.OUT,AH-B OL SA TMP,Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,-,-,1,Outlet,Outlet,1,Secondary Air,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,120084,966
458,LYNCNCKQY5,LPG_3HLA60CT001_XQ03.OUT_LPG_3HLA20CT001_XQ02.OUT_dt,APH-B Air side temperature rise (SA),Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,-,-,1,Outlet,Outlet,1,Secondary Air,Delta T,Degc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,97060,53953
96,PM0PKC523I,LPG_3HLB10AN001AXQ06.OUT,FDF-A  Current,Boiler,Pcfb,1,Fd Fan,Fdf-A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,177363,1872
94,PTU1NMKYVL,LPG_3HLB10CT002_XQ02.OUT,FDF-A MTR WDG TMP1,Boiler,Pcfb,1,Fd Fan,Fdf-A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144752,642
92,X8DDYUHQWH,LPG_3HLB10CT014_XQ02.OUT,FDF-A MTR BRG TMP-DE,Boiler,Pcfb,1,Fd Fan,Fdf-A,1,Motor,Motor,1,Bearing,Motor Bearing - De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145219,595
90,TIU5Z2TIBO,LPG_3HLB10CT015_XQ02.OUT,FDF-A FAN BRG TMP,Boiler,Pcfb,1,Fd Fan,Fdf-A,1,Fan,Fan,1,Bearing,Fan Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142656,275
93,TYTCSGV2JG,LPG_3HLB10CY003_XQ07.OUT,FDF-A MTR BRG VIB-DE(X),Boiler,Pcfb,1,Fd Fan,Fdf-A,1,Motor,Motor,1,Bearing,Motor Bearing - De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,130673,196
91,FDAQZPNENT,LPG_3HLB10CY004_XQ07.OUT,FDF-A MTR BRG VIB-DE(Y),Boiler,Pcfb,1,Fd Fan,Fdf-A,1,Motor,Motor,1,Bearing,Motor Bearing - De,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,2,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,147834,177
88,EPNJZQOB5G,LPG_3HLB10CY005_XQ07.OUT,FDF-A BRG VIB(X),Boiler,Pcfb,1,Fd Fan,Fdf-A,1,Fan,Fan,1,Bearing,Fan Bearing,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,148488,1062
95,IGG6RA9JRN,LPG_3HLB10CY006_XQ07.OUT,FDF-A BRG VIB(Y),Boiler,Pcfb,1,Fd Fan,Fdf-A,1,Fan,Fan,1,Bearing,Fan Bearing,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,214691,169
106,VVZIMVK6MP,LPG_3HLB20AN001CXQ06.OUT,FDF-B Current,Boiler,Pcfb,1,Fd Fan,Fdf-B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,220663,1654
105,LY4FVNYN1X,LPG_3HLB20CT003_XQ02.OUT,FDF-B MTR WDG TMP2,Boiler,Pcfb,1,Fd Fan,Fdf-B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,126627,581
104,EPLQTAXFXS,LPG_3HLB20CT014_XQ02.OUT,FDF-B MTR BRG TMP DE,Boiler,Pcfb,1,Fd Fan,Fdf-B,2,Motor,Motor,1,Bearing,Motor Bearing - De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,173150,638
101,L9LQ32CAGY,LPG_3HLB20CT016_XQ02.OUT,FDF-B FAN BRG TMP,Boiler,Pcfb,1,Fd Fan,Fdf-B,2,Fan,Fan,1,Bearing,Fan Bearing,1,-,-,1,Metal,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,159622,249
102,HVVWZRSGQB,LPG_3HLB20CY001_XQ07.OUT,FDF-B MTR BRG VIB NDE(X),Boiler,Pcfb,1,Fd Fan,Fdf-B,2,Motor,Motor,1,Bearing,Motor Bearing - Nde,2,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,145495,277
103,2QPEZACK7T,LPG_3HLB20CY002_XQ07.OUT,FDF-B MTR BRG VIB NDE(Y),Boiler,Pcfb,1,Fd Fan,Fdf-B,2,Motor,Motor,1,Bearing,Motor Bearing - Nde,2,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,144950,207
98,MIYIHHLUL5,LPG_3HLB20CY005_XQ07.OUT,FDF-B BRG VIB(X),Boiler,Pcfb,1,Fd Fan,Fdf-B,2,Fan,Fan,1,Bearing,Fan Bearing,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,147809,457
100,EROPL9ND7Q,LPG_3HLB20CY006_XQ07.OUT,FDF-B BRG VIB(Y),Boiler,Pcfb,1,Fd Fan,Fdf-B,2,Fan,Fan,1,Bearing,Fan Bearing,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,146966,872
60,NVD3EG4I1Y,LPG_3HLD01AE002_XQ06.OUT,APH-A ELEC MTR,Boiler,Pcfb,1,Air Preheater,Aph-A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,Motor,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,151772,184
62,UQUWCSDMNW,LPG_3HLD01CT101_XQ02.OUT,APH-A SB TMP,Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,Support Bearing,Support Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,182054,539
61,WLNKMD5SST,LPG_3HLD01CT102_XQ02.OUT,APH-A GB TMP,Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,Guide Bearing,Guide Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,Bearing,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141318,418
68,DNTKWHLPWM,LPG_3HLD01CT103_XQ03.OUT,APH-A AIR OUT TMP1,Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Outlet,Outlet,1,Secondary Air,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,187161,1162
429,XWLHEMTQ3D,LPG_3HLD01CT104_XQ03.OUT,APH A HOT AIR TEMP 2,Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Hot End,Hot End,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,132250,1154
